Login,Contributions,URL,Type,Site Admin,Account Age (days),Total PRs Submitted,Total PRs Merged,Total Issues Opened,Total Repositories Contributed To,Followers,Stars Received,Is Member of Organization
vinta,977,https://github.com/vinta,User,False,5098,30,30,30,20,8155,240482,False
dhamaniasad,11,https://github.com/dhamaniasad,User,False,4282,30,30,30,30,1073,10321,False
ellisonleao,8,https://github.com/ellisonleao,User,False,5519,30,30,30,30,1235,1878,False
ihebu,8,https://github.com/ihebu,User,False,2211,28,20,6,11,59,75,False
Alir3z4,7,https://github.com/Alir3z4,User,False,5132,30,30,30,30,162,221,False
nicoe,7,https://github.com/nicoe,User,False,5885,30,30,30,30,55,4,False
agroszer,6,https://github.com/agroszer,User,False,5314,30,30,30,30,32,29,False
makrusak,6,https://github.com/makrusak,User,False,5010,30,24,2,9,34,0,False
quobit,6,https://github.com/quobit,User,False,4134,30,30,22,12,150,867,False
jhermann,5,https://github.com/jhermann,User,False,4898,30,30,30,30,200,571,False
sdispater,5,https://github.com/sdispater,User,False,5152,0,0,0,30,2228,2213,False
probar,5,https://github.com/probar,User,False,3991,9,8,17,13,7,1,False
HBUHSD,5,https://github.com/HBUHSD,User,False,4623,0,0,0,2,7,0,False
kmonsoor,5,https://github.com/kmonsoor,User,False,4833,30,30,30,30,123,103,False
andrej2704,5,https://github.com/andrej2704,User,False,4694,12,9,1,17,9,1,False
checkcheckzz,5,https://github.com/checkcheckzz,User,False,4129,30,24,21,6,819,23385,False
Xuefeng-Zhu,5,https://github.com/Xuefeng-Zhu,User,False,4120,30,30,30,30,102,11,False
westurner,4,https://github.com/westurner,User,False,5860,30,30,30,30,158,5,False
houjunchen,4,https://github.com/houjunchen,User,False,4184,30,30,7,30,47,19,False
tsunammis,4,https://github.com/tsunammis,User,False,5561,30,30,30,26,84,18,False
ReadmeCritic,4,https://github.com/ReadmeCritic,User,False,3399,30,30,30,8,182,9,False
spekulatius,4,https://github.com/spekulatius,User,False,3841,0,0,0,30,601,1040,False
lee-kagiso,4,https://github.com/lee-kagiso,User,False,3604,30,30,30,3,6,0,False
jcupitt,4,https://github.com/jcupitt,User,False,5138,30,30,30,30,410,137,False
JarnoRFB,3,https://github.com/JarnoRFB,User,False,3828,30,30,30,30,63,16,False
joshuarli,3,https://github.com/joshuarli,User,False,3448,30,30,30,30,208,50,False
sangeeths,3,https://github.com/sangeeths,User,False,4930,9,8,5,24,25,98,False
preactive,3,https://github.com/preactive,User,False,3672,13,12,5,14,10,19,False
lk-geimfari,3,https://github.com/lk-geimfari,User,False,3385,30,30,30,30,370,9881,False
aspyatkin,3,https://github.com/aspyatkin,User,False,4314,30,30,30,30,68,11,False
molivier,3,https://github.com/molivier,User,False,4575,9,9,12,12,43,124,False
zhulongcheng,3,https://github.com/zhulongcheng,User,False,3605,30,30,30,18,44,20,False
vovanz,3,https://github.com/vovanz,User,False,4651,0,0,0,30,18,2,False
petrushev,3,https://github.com/petrushev,User,False,5311,25,20,21,30,71,27,False
josselex,3,https://github.com/josselex,User,False,3838,9,4,20,8,6,0,False
gsakkis,3,https://github.com/gsakkis,User,False,5377,30,30,30,30,34,41,False
ivankravets,3,https://github.com/ivankravets,User,False,4655,30,30,30,30,745,0,False
fernandojunior,3,https://github.com/fernandojunior,User,False,4244,30,30,30,30,118,46,False
lundberg,3,https://github.com/lundberg,User,False,5610,30,30,30,24,72,657,False
curita,3,https://github.com/curita,User,False,5466,30,30,30,9,289,70,False
AhnJG,3,https://github.com/AhnJG,User,False,3042,6,5,0,22,3,1,False
lnxpy,3,https://github.com/lnxpy,User,False,2572,30,30,30,30,600,82,False
klen,3,https://github.com/klen,User,False,5740,30,30,30,30,786,434,False
radiantly,3,https://github.com/radiantly,User,False,2310,0,0,30,30,170,48,False
sobolevn,3,https://github.com/sobolevn,User,False,4270,30,30,30,30,5937,14,False
sergree,3,https://github.com/sergree,User,False,2334,15,12,30,15,190,2265,False
timothycrosley,3,https://github.com/timothycrosley,User,False,4581,30,30,30,30,781,856,False
Kraizan,3,https://github.com/Kraizan,User,False,1777,30,30,5,24,43,7,False
tomviner,2,https://github.com/tomviner,User,False,5544,30,30,30,30,76,64,False
ermogenes,2,https://github.com/ermogenes,User,False,3442,13,11,3,30,358,110,False
geerk,2,https://github.com/geerk,User,False,5060,0,0,0,4,0,141,False
timmartin19,2,https://github.com/timmartin19,User,False,3903,30,30,30,30,34,9,False
avelino,2,https://github.com/avelino,User,False,5953,30,30,30,30,5655,138978,False
sposs,2,https://github.com/sposs,User,False,5036,30,30,30,30,9,5,False
theskumar,2,https://github.com/theskumar,User,False,5433,0,0,0,30,0,84,False
SamPetherbridge,2,https://github.com/SamPetherbridge,User,False,4373,7,5,30,16,16,0,False
remyroy,2,https://github.com/remyroy,User,False,5364,30,30,30,30,120,442,False
wolph,2,https://github.com/wolph,User,False,5400,30,30,30,30,267,112,False
pawl,2,https://github.com/pawl,User,False,4930,30,30,30,30,113,3399,False
patrys,2,https://github.com/patrys,User,False,5767,30,30,30,30,347,34,False
mrafayaleem,2,https://github.com/mrafayaleem,User,False,4567,30,30,5,30,42,141,False
MikeTheWatchGuy,2,https://github.com/MikeTheWatchGuy,User,False,3482,30,30,30,18,226,35,False
